Sr No.,Player me,Team Code,Age,Player Height,Player_Weight,country,draft_year,draft_round,draft_number,pts,net_rating
3548,Nick Van Exel,POR,33,185.42,86.18248,USA,1993,2,37,11.1,-4
3549,Nick Collison,SEA,24,205.74,115.66596,USA,2003,1,12,5.6,4.2
3550,Nene,DEN,22,210.82,117.93392,Brazil,2002,1,7,9.6,2.3
3551,Ned Krstic,NJN,21,213.36,108.86208,Serbia and Montenegro,2002,1,24,10,1.4
3552,Ndudi Ebi,MIN,21,205.74,88.45044,USA,2003,1,26,13.5,17.9
3553,zr Mohammed,SAS,27,208.28,113.398,USA,1998,1,29,9.5,-4.6
3554,Morris Peterson,TOR,27,200.66,97.52228,USA,2000,1,21,12.5,-0.3
3555,Moochie Norris,HOU,31,185.42,83.91452,USA,1996,2,33,2.4,-5.9
3556,Mo Williams,MIL,22,185.42,85.728888,USA,2003,2,47,10.2,-3.4
3557,Milt Palacio,TOR,27,190.5,95.25432,Belize,,,,5.8,1.1
3558,Mikki Moore,LAC,29,213.36,101.151016,USA,,,,5.4,-2.3
3559,Mike Wilks,SAS,26,177.8,81.64656,USA,,,,1.7,-10.5
3560,Mike Miller,MEM,25,203.2,98.883056,USA,2000,1,5,13.4,5.5
3561,Mike James,HOU,30,187.96,85.275296,USA,,,,11.8,4.4
3562,Mike Dunleavy,GSW,24,205.74,104.32616,USA,2002,1,3,13.4,-1.2
3563,Mark Blount,BOS,29,213.36,113.398,USA,1997,2,54,9.4,0.4
3564,Mario Kasun,ORL,25,213.36,117.93392,Croatia,2002,2,40,2.7,-5.4
3565,Marcus Haislip,IND,24,208.28,104.32616,USA,2002,1,13,3.6,-8.1
3566,Marcus Fizer,MIL,26,203.2,117.93392,USA,2000,1,4,6.2,-7.2
3567,Kyle Korver,PHI,24,198.12,95.707912,USA,2003,2,51,11.5,0.6
3568,Kwame Brown,WAS,23,210.82,110.222856,USA,2001,1,1,7,-6.4
3569,Kurt Thomas,NYK,32,205.74,106.59412,USA,1995,1,10,11.5,-3.4
3570,Kris Humphries,UTA,20,205.74,106.59412,USA,2004,1,14,4.1,-12.2
3571,Kobe Bryant,LAL,26,198.12,99.79024,USA,1996,1,13,27.6,-2.2
3572,Kirk Snyder,UTA,22,198.12,102.0582,USA,2004,1,16,5,-10.9
3573,Kirk Penney,LAC,24,195.58,99.79024,USA,,,,0.5,-9.2
3574,Kirk Hinrich,CHI,24,190.5,86.18248,USA,2003,1,7,15.7,-0.3
3575,Keyon Dooling,MIA,25,190.5,86.18248,USA,2000,1,10,5.2,4.4
3576,Kevin Willis,ATL,42,213.36,111.13004,USA,1984,1,11,3,-15.5
3577,Kevin Ollie,PHI,32,187.96,88.45044,USA,,,,1.1,0.6
3578,Kevin Martin,SAC,22,200.66,83.91452,USA,2004,1,26,2.9,3
3579,Kevin Garnett,MIN,29,210.82,99.79024,USA,1995,1,5,22.2,1.2
3580,Kerry Kittles,LAC,31,195.58,83.91452,USA,1996,1,8,6.3,-4
3581,Kenyon Martin,DEN,27,205.74,106.140528,USA,2000,1,1,15.5,1.7
3582,Kenny Thomas,SAC,27,200.66,111.13004,USA,1999,1,22,12.4,-1.2
3583,Kenny Anderson,LAC,34,185.42,76.203456,USA,1991,1,2,4.7,-12
3584,Kendrick Perkins,BOS,20,208.28,127.00576,USA,2003,1,27,2.5,1.2
3585,Kendall Gill,MIL,37,195.58,97.975872,USA,1990,1,5,6.1,-2.8
3586,Kelvin Cato,ORL,30,210.82,124.7378,USA,1997,1,15,7,2.7
3587,Keith Van Horn,DAL,29,208.28,111.13004,USA,1997,1,2,11.2,2
3588,Keith McLeod,UTA,25,187.96,86.18248,USA,,,,7.8,-5
3589,Kedrick Brown,PHI,24,200.66,100.697424,USA,2001,1,11,1.5,-26.4
3590,Kareem Rush,CHA,24,198.12,97.52228,USA,2002,1,20,8.4,-7.3
3591,Kaniel Dickens,NJN,26,203.2,97.52228,USA,2000,2,50,1.2,-31.3
3592,Lamar Odom,LAL,25,208.28,102.0582,USA,1999,1,4,15.2,-2
3593,Pavel Podkolzin,DAL,20,226.06,117.93392,Russia,2004,1,21,0.2,-12.2
3594,Lamond Murray,TOR,32,200.66,106.59412,USA,1994,1,7,6,2.6
3595,Larry Hughes,WAS,26,195.58,83.460928,USA,1998,1,8,22,2.8
3596,Marcus Camby,DEN,31,210.82,102.0582,USA,1996,1,2,10.3,4.1
3597,Marcus Banks,BOS,23,187.96,90.7184,USA,2003,1,13,4.6,1.7
3598,Marc Jackson,PHI,30,208.28,114.758776,USA,1997,2,37,12,-0.5
3599,Manu Ginobili,SAS,27,198.12,92.98636,Argenti,1999,2,57,16,16.6
3600,Mamadou N'diaye,LAC,30,213.36,115.66596,Senegal,2000,1,26,1.8,-20.8
3601,Malik Rose,NYK,30,200.66,111.13004,USA,1996,2,44,7,-0.2
3602,Malik Allen,CHA,27,208.28,115.66596,USA,,,,5.4,-4.9
3603,Maciej Lampe,NOH,20,210.82,124.7378,Poland,2003,2,30,3.1,-5.5
3604,Luol Deng,CHI,20,203.2,99.79024,United Kingdom,2004,1,7,11.7,4.1
3605,Luke Walton,LAL,25,203.2,106.59412,USA,2003,2,32,3.2,-7.4
3606,Luke Ridnour,SEA,24,185.42,75.749864,USA,2003,1,14,10,-0.5
3607,Luke Jackson,CLE,23,200.66,97.52228,USA,2004,1,10,2.9,-23
3608,Luis Flores,DEN,24,187.96,88.45044,USA,2004,2,55,2.2,13.1
3609,Lucious Harris,CLE,34,195.58,92.98636,USA,1993,2,28,4.3,-1.6
3610,Lorenzen Wright,MEM,29,210.82,108.86208,USA,1996,1,7,9.6,1.3
3611,Loren Woods,TOR,27,215.9,117.93392,USA,2001,2,45,3.9,-8.3
3612,Lonny Baxter,NOH,26,203.2,117.93392,USA,2002,2,43,1.5,-27.5
3613,Lionel Chalmers,LAC,24,182.88,81.64656,USA,2004,2,33,3.1,-3.9
3614,Linton Johnson,SAS,25,203.2,102.0582,USA,,,,0,22.8
3615,Lindsey Hunter,DET,34,187.96,88.45044,USA,1993,1,10,3.8,1.3
3616,Lee ilon,NOH,30,205.74,107.954896,USA,1999,2,43,14.2,-9.9
3617,Leandro Barbosa,PHX,22,190.5,85.275296,Brazil,2003,1,28,7,-0.5
3618,LeBron James,CLE,20,203.2,108.86208,USA,2003,1,1,27.2,1.9
3619,Lawrence Funderburke,CHI,34,205.74,104.32616,USA,1994,2,51,4.5,-7.1
3620,Latrell Sprewell,MIN,34,195.58,88.45044,USA,1992,1,24,12.8,-1.2
3621,Laron Profit,WAS,27,195.58,92.532768,USA,1999,2,38,3.2,-4.2
3622,Peja Stojakovic,SAC,28,208.28,103.872568,Serbia and Montenegro,1996,1,14,20.1,2.7
3623,Peter John Ramos,WAS,20,220.98,124.7378,Puerto Rico,2004,2,32,1.8,-12.7
3624,Predrag Drobnjak,ATL,29,210.82,122.46984,Yugoslavia,1997,2,48,8.4,-8.5
3625,Travis Best,NJN,32,180.34,82.553744,USA,1995,1,23,6.8,-7.6
3626,Tracy McGrady,HOU,26,203.2,95.25432,USA,1997,1,9,25.7,4
3627,Torraye Braggs,HOU,29,203.2,111.13004,USA,1998,2,57,0.9,-20.6
3628,Tony Parker,SAS,23,187.96,80.285784,France,2001,1,28,16.6,9.7
3629,Tony Massenburg,SAS,37,205.74,113.398,USA,1990,2,43,3.2,-3.5
3630,Tony Delk,ATL,31,187.96,85.728888,USA,1996,1,16,11.9,-8
3631,Tony Bobbitt,LAL,25,193.04,86.18248,USA,,,,2.5,-4.2
3632,Tony Battie,ORL,29,210.82,108.86208,USA,1997,1,5,4.9,-3.2
3633,Tony Allen,BOS,23,193.04,96.615096,USA,2004,1,25,6.4,6.3
3634,Toni Kukoc,MIL,36,210.82,106.59412,Croatia,1990,2,29,5.6,-0.8
3635,Tom Gugliotta,ATL,35,208.28,113.398,USA,1992,1,6,5.1,-12.1
3636,Tim Thomas,NYK,28,208.28,108.86208,USA,1997,1,7,12,-5.9
3637,Tim Duncan,SAS,29,210.82,117.93392,US Virgin Islands,1997,1,1,20.3,16.7
3638,Tierre Brown,LAL,26,187.96,85.728888,USA,,,,4.4,-5.1
3639,Theron Smith,CHA,24,203.2,102.0582,USA,,,,3.2,-16.7
3640,Theo Ratliff,POR,32,208.28,106.59412,USA,1995,1,18,4.8,-2.7
3641,Tayshaun Prince,DET,25,205.74,97.52228,USA,2002,1,23,14.7,7.8
3642,Tamar Slay,CHA,25,203.2,99.79024,USA,2002,2,53,3.5,-12.8
3643,Stromile Swift,MEM,25,205.74,104.32616,USA,2000,1,2,10.1,1.7
3644,Steven Smith,MIA,36,203.2,100.243832,USA,1991,1,5,6.3,-6
3645,Steven Hunter,PHX,23,213.36,108.86208,USA,2001,1,15,4.6,2.9
3646,Steve sh,PHX,31,190.5,88.45044,Cada,1996,1,15,15.5,13.3
3647,Steve Francis,ORL,28,190.5,90.7184,USA,1999,1,2,21.3,-0.3
3648,Steve Blake,WAS,25,190.5,78.017824,USA,2003,2,38,4.3,-6.2
3649,Stephon Marbury,NYK,28,187.96,90.7184,USA,1996,1,4,21.7,-1.8
3650,Travis Outlaw,POR,20,205.74,95.25432,USA,2003,1,23,5.4,-5.4
3651,Stephen Jackson,IND,27,203.2,98.883056,USA,1997,2,42,18.7,3.1
3652,Tremaine Fowlkes,IND,29,203.2,99.79024,USA,1998,2,54,2.4,-4.4
3653,Trevor Ariza,NYK,20,203.2,90.7184,USA,2004,2,43,5.9,-1.2
3654,Zoran Planinic,NJN,22,200.66,90.7184,Croatia,2003,1,22,5,-4.8
3655,Zendon Hamilton,MIL,30,210.82,115.212368,USA,,,,3.2,-8.1
3656,Zeljko Rebraca,LAC,33,213.36,120.20188,Yugoslavia,1994,2,54,5.8,0.3
3657,Zaza Pachulia,MIL,21,210.82,120.20188,Georgia,2003,2,42,6.2,-0.4
3658,Zarko Cabarkapa,GSW,24,210.82,102.0582,Serbia and Montenegro,2003,1,17,6,4.2
3659,Zach Randolph,POR,23,205.74,114.758776,USA,2001,1,19,18.9,-3.7
3660,Yuta Tabuse,PHX,24,175.26,74.84268,USA,,,,1.8,2.7
3661,Yao Ming,HOU,24,228.6,140.61352,Chi,2002,1,1,18.3,2
3662,Willie Green,PHI,23,187.96,91.171992,USA,2003,2,41,7.7,-5.8
3663,Wesley Person,DEN,34,198.12,90.7184,USA,1994,1,23,6.4,0.6
3664,Wang Zhi-zhi,MIA,27,215.9,128.820128,Chi,1999,2,36,2.2,-2.9
3665,Walter McCarty,PHX,31,208.28,104.32616,USA,1996,1,19,3.6,-0.3
3666,Wally Szczerbiak,MIN,28,200.66,110.676448,USA,1999,1,6,15.5,1.7
3667,Voshon Lerd,DEN,32,193.04,92.98636,USA,1994,2,46,9.7,-2.1
3668,Vladimir Radmanovic,SEA,24,208.28,106.140528,Serbia,2001,1,12,11.8,8.2
3669,Vlade Divac,LAL,37,215.9,117.93392,Serbia and Montenegro,1989,1,26,2.3,-14.2
3670,Vitaly Potapenko,SEA,30,208.28,129.27372,Ukraine,1996,1,12,3.5,-4.1
3671,Vince Carter,NJN,28,198.12,99.79024,USA,1998,1,5,24.5,0.1
3672,Vin Baker,HOU,33,210.82,108.86208,USA,1993,1,8,1.3,-19.2
3673,Viktor Khryapa,POR,22,205.74,95.25432,Russia,2004,1,22,4.2,-10
3674,Udonis Haslem,MIA,25,203.2,103.418976,USA,,,,10.9,9.2
3675,Tyson Chandler,CHI,22,215.9,106.59412,USA,2001,1,2,8,2.7
3676,Tyronn Lue,ATL,28,182.88,80.739376,USA,1998,1,23,11.2,-12.4
3677,Troy Murphy,GSW,25,210.82,111.13004,USA,2001,1,14,15.4,-4.1
3678,Troy Hudson,MIN,29,185.42,77.11064,USA,,,,8.7,-1.1
3679,Trenton Hassell,MIN,26,195.58,90.7184,USA,2001,2,29,6.6,-1.8
3680,Juwan Howard,HOU,32,205.74,104.32616,USA,1994,1,5,9.6,1.9
3681,Stacey Augmon,ORL,36,203.2,92.079176,USA,1991,1,9,3.5,-5
3682,Smush Parker,PHX,24,193.04,81.64656,USA,,,,3,-25.2
3683,Robert Swift,SEA,19,213.36,111.13004,USA,2004,1,12,0.9,-27.8
3684,Robert Horry,SAS,34,208.28,108.86208,USA,1992,1,11,6,11.5
3685,Ricky Davis,BOS,25,200.66,88.45044,USA,1998,1,21,16,-0.3
3686,Rick Brunson,LAC,33,193.04,86.18248,USA,,,,5.5,-1.4
3687,Richie Frahm,POR,27,195.58,95.25432,USA,,,,3.8,-3.6
3688,Richard Jefferson,NJN,25,200.66,102.0582,USA,2001,1,13,22.2,-5.3
3689,Richard Hamilton,DET,27,200.66,87.543256,USA,1999,1,7,18.7,7.8
3690,Reggie Miller,IND,39,200.66,88.45044,USA,1987,1,11,14.8,4.6
3691,Reggie Evans,SEA,25,203.2,111.13004,USA,,,,4.9,0.6
3692,Reece Gaines,MIL,24,198.12,92.98636,USA,2003,1,15,2,-17.5
3693,Ray Allen,SEA,29,195.58,92.98636,USA,1996,1,5,23.9,3.4
3694,Raul Lopez,UTA,25,182.88,79.3786,Spain,2001,1,24,5.2,4.6
3695,Rasual Butler,MIA,26,200.66,92.98636,USA,2002,2,52,6.5,6.8
3696,Rasho Nesterovic,SAS,29,213.36,115.66596,Slovenia,1998,1,17,5.9,13.3
3697,Rasheed Wallace,DET,30,210.82,104.32616,USA,1995,1,4,14.5,7.5
3698,Rashard Lewis,SEA,25,208.28,97.52228,USA,1998,2,32,20.5,5.4
3699,Randy Livingston,UTA,30,193.04,94.800728,USA,1996,2,42,3.8,-10.2
3700,Raja Bell,UTA,28,195.58,95.25432,U.S. Virgin Islands,,,,12.3,-7.3
3701,Rafer Alston,TOR,28,187.96,77.11064,USA,1998,2,39,14.2,-1.3
3702,Rafael Araujo,TOR,24,210.82,127.00576,Brazil,2004,1,8,3.3,-1.7
3703,Raef LaFrentz,BOS,29,210.82,111.13004,USA,1998,1,3,11.1,2.7
3704,Qyntel Woods,MIA,24,203.2,100.243832,USA,2002,1,21,3.3,-1
3705,Quinton Ross,LAC,24,198.12,87.543256,USA,,,,5.1,-5.6
3706,Quentin Richardson,PHX,25,198.12,104.32616,USA,2000,1,18,14.9,9.3
3707,Primoz Brezec,CHA,25,215.9,114.305184,Slovenia,2000,1,27,13,-8.8
3708,Robert Traylor,CLE,28,203.2,128.820128,USA,1998,1,6,5.5,-2
3709,Speedy Claxton,NOH,27,180.34,77.11064,USA,2000,1,20,11.5,-5.4
3710,Rod Strickland,HOU,38,190.5,83.91452,USA,1988,1,19,1.8,9.5
3711,Rodney Rogers,PHI,34,200.66,122.46984,USA,1993,1,9,7.7,-8.8
3712,Slava Medvedenko,LAL,26,208.28,113.398,Ukraine,,,,3.8,-5.7
3713,Shawn Marion,PHX,27,200.66,103.418976,USA,1999,1,9,19.4,10.8
3714,Shawn Bradley,DAL,33,228.6,124.7378,USA,1993,1,2,2.7,11.4
3715,Shaun Livingston,LAC,19,200.66,82.553744,USA,2004,1,4,7.4,-2
3716,Shareef Abdur-Rahim,POR,28,205.74,111.13004,USA,1996,1,3,16.8,-5.4
3717,Shaquille O'Neal,MIA,33,215.9,147.4174,USA,1992,1,1,22.9,10.8
3718,Shane Battier,MEM,26,203.2,99.79024,USA,2001,1,6,9.9,6.5
3719,Shandon Anderson,MIA,31,198.12,95.25432,USA,1996,2,54,3.9,11
3720,Sebastian Telfair,POR,20,182.88,72.57472,USA,2004,1,13,6.8,-7.5
3721,Sean Marks,SAS,29,208.28,113.398,New Zealand,1998,2,44,3.3,-6.6
3722,Scott Williams,CLE,37,208.28,117.93392,USA,,,,1.7,-11.1
3723,Scott Padgett,HOU,29,205.74,108.86208,USA,1999,1,28,4.2,11.2
3724,Scot Pollard,IND,30,210.82,120.20188,USA,1997,1,19,3.9,4.3
3725,Sasha Vujacic,LAL,21,200.66,87.543256,Slovenia,2004,1,27,2.9,-1.4
3726,Sasha Pavlovic,CLE,21,200.66,95.25432,Montenegro,2003,1,19,4.8,0.5
3727,Samuel Dalembert,PHI,25,210.82,113.398,Haiti,2001,1,26,8.2,1.6
3728,Samaki Walker,WAS,29,205.74,113.398,USA,1996,1,9,1.7,-10.9
3729,Sam Cassell,MIN,35,190.5,83.91452,USA,1993,1,24,13.5,2.9
3730,Ryan Humphrey,MEM,25,203.2,106.59412,USA,2002,1,19,2.9,-3.1
3731,Ryan Bowen,HOU,29,205.74,99.79024,USA,1998,2,55,1.7,10.1
3732,Ruben Patterson,POR,29,195.58,101.151016,USA,1998,2,31,11.6,-2.1
3733,Royal Ivey,ATL,23,190.5,90.7184,USA,2004,2,37,3.5,-4.1
3734,Rold Dupree,DET,24,200.66,94.800728,USA,,,,3.2,-2.2
3735,Ron Mercer,NJN,29,200.66,97.52228,USA,1997,1,6,7.6,-10.7
3736,Rodney White,GSW,25,205.74,104.32616,USA,2001,1,9,5.1,-3.9
3737,Rodney Buford,NJN,27,195.58,88.45044,USA,1999,2,53,7,-9.7
3738,Justin Reed,BOS,23,203.2,108.86208,USA,2004,2,40,1.8,8
3739,Junior Harrington,NOH,24,193.04,86.18248,USA,,,,5.6,-10.1
3740,Jumaine Jones,LAL,26,203.2,98.883056,USA,1999,1,27,7.6,-1
3741,Clar. Weatherspoon,HOU,34,200.66,122.46984,USA,1992,1,9,3.1,8.1
3742,Chucky Atkins,LAL,30,180.34,72.57472,USA,,,,13.6,-2.3
3743,Christian Laettner,MIA,35,210.82,111.13004,USA,1992,1,3,5.3,11.6
3744,Chris Wilcox,LAC,22,208.28,106.59412,USA,2002,1,8,7.9,-4.3
3745,Chris Webber,PHI,32,208.28,111.13004,USA,1993,1,1,19.5,0.9
3746,Chris Mihm,LAL,25,213.36,120.20188,USA,2000,1,7,9.8,-3.8
3747,Chris Kaman,LAC,23,213.36,120.20188,USA,2003,1,6,9.1,-4.4
3748,Chris Duhon,CHI,22,185.42,83.91452,USA,2004,2,38,5.9,1.8
3749,Chris Bosh,TOR,21,208.28,106.59412,USA,2003,1,4,16.8,-0.1
3750,Chris Andersen,NOH,26,208.28,103.418976,USA,,,,7.7,-2.9
3751,Chauncey Billups,DET,28,190.5,91.625584,USA,1997,1,3,16.5,6.8
3752,Charlie Ward,HOU,34,187.96,83.91452,USA,1994,1,26,5.4,-0.9
3753,Casey Jacobsen,NOH,24,198.12,97.52228,USA,2002,1,22,6.5,-0.4
3754,Caron Butler,LAL,25,200.66,98.429464,USA,2002,1,10,15.5,-4.1
3755,Carmelo Anthony,DEN,21,203.2,99.79024,USA,2003,1,3,20.8,3.6
3756,Carlos Delfino,DET,22,198.12,104.32616,Argenti,2003,1,25,3.9,-2.5
3757,Carlos Boozer,UTA,23,203.2,117.026736,USA,2002,2,34,17.8,-4.3
3758,Carlos Arroyo,DET,25,187.96,91.625584,Puerto Rico,,,,6.6,-8.6
3759,Calvin Booth,MIL,29,210.82,104.779752,USA,1999,2,35,2.4,-6.1
3760,Calbert Cheaney,GSW,33,200.66,98.429464,USA,1993,1,6,4.5,-3.5
3761,Bryon Russell,DEN,34,200.66,102.0582,USA,1993,2,45,4.4,0.1
3762,Bruno Sundov,NYK,25,218.44,117.93392,Croatia,1998,2,35,1.2,-9.6
3763,Bruce Bowen,SAS,34,200.66,90.7184,USA,,,,8.2,9.5
3764,Britton Johnsen,IND,25,208.28,95.25432,USA,,,,2,-24.4
3765,Brian Skinner,SAC,29,205.74,120.20188,USA,1998,1,22,4.8,-3.9
3766,Clifford Robinson,NJN,38,208.28,108.86208,USA,1989,2,36,7.5,-8.1
3767,Brian Scalabrine,NJN,27,205.74,106.59412,USA,2001,2,34,6.3,-1
3768,Corey Maggette,LAC,25,198.12,102.0582,USA,1999,1,13,22.2,-0.7
3769,Corsley Edwards,NOH,26,205.74,124.7378,USA,2002,2,57,2.7,-14.6
3770,DeSaga Diop,CLE,23,213.36,127.00576,Senegal,2001,1,8,1,-5.9
3771,David West,NOH,24,203.2,102.511792,USA,2003,1,18,6.2,-22
3772,David Wesley,HOU,34,185.42,92.079176,USA,,,,11.9,-0.6
3773,David Harrison,IND,22,213.36,127.00576,USA,2004,1,29,6.1,-1.2
3774,Darvin Ham,DET,31,200.66,108.86208,USA,,,,1,-10.4
3775,Darrick Martin,LAC,34,180.34,77.11064,USA,,,,3.8,2.9
3776,Darrell Armstrong,DAL,37,185.42,81.64656,USA,,,,4,-2.2
3777,Darko Milicic,DET,20,213.36,111.13004,Serbia,2003,1,2,1.8,5.3
3778,Darius Songaila,SAC,27,203.2,108.86208,Lithuania,2002,2,49,7.5,4.3
3779,Darius Miles,POR,23,205.74,95.25432,USA,2000,1,3,12.8,-1.6
3780,Danny Fortson,SEA,29,203.2,117.93392,USA,1997,1,10,7.5,3.8
3781,Daniel Santiago,MIL,29,215.9,116.119552,Puerto Rico,,,,2,-16.1
3782,Dan Gadzuric,MIL,27,210.82,108.86208,Netherlands,2002,2,33,7.3,-2.3
3783,Dan Dickau,NOH,26,182.88,86.18248,USA,2002,1,28,12.5,-9.3
3784,Damone Brown,WAS,26,203.2,91.625584,USA,2001,2,36,3.9,-1.5
3785,Damon Stoudamire,POR,31,177.8,78.925008,USA,1995,1,7,15.8,-4.3
3786,Damon Jones,MIA,28,190.5,83.91452,USA,,,,11.6,9.9
3787,Damien Wilkins,SEA,25,198.12,102.0582,USA,,,,6.3,-8
3788,Dale Davis,IND,36,210.82,114.305184,USA,1991,1,13,4.7,1.1
3789,Dajuan Wagner,CLE,22,187.96,90.7184,USA,2002,1,6,4,-6.7
3790,Dahntay Jones,MEM,24,198.12,95.25432,USA,2003,1,20,4.5,1
3791,DJ Mbenga,DAL,24,213.36,111.13004,Democratic Republic of the Congo,,,,1,-34.4
3792,Cuttino Mobley,SAC,29,193.04,97.52228,USA,1998,2,41,17.2,0.9
3793,Curtis Borchardt,UTA,24,213.36,109.769264,USA,2002,1,18,3,-9.2
3794,Cory Alexander,CHA,32,185.42,86.18248,USA,1995,1,29,3.1,-11.9
3795,Corliss Williamson,SAC,31,200.66,111.13004,USA,1995,1,13,10.3,-0.6
3796,DeShawn Stevenson,ORL,24,195.58,95.25432,USA,2000,1,23,7.8,-7.8
3797,Brian Grant,LAL,33,205.74,115.212368,USA,1994,1,8,3.8,-5
3798,Brian Cardil,MEM,28,203.2,111.13004,USA,2000,2,44,9,5.1
3799,Anthony Johnson,IND,30,190.5,86.18248,USA,1997,2,39,8.4,0.3
3800,Anthony Goldwire,MIL,33,187.96,82.553744,USA,1994,2,52,5.2,-4.1
3801,Anthony Carter,MIN,30,187.96,88.45044,USA,,,,2.7,2.9
3802,Antawn Jamison,WAS,29,205.74,104.32616,USA,1998,1,4,19.6,1.8
3803,Ansu Sesay,GSW,28,205.74,102.0582,USA,1998,2,30,3.1,-10.4
3804,Anfernee Hardaway,NYK,33,200.66,97.52228,USA,1993,1,3,7.3,-6.6
3805,Andris Biedrins,GSW,19,210.82,108.86208,Latvia,2004,1,11,3.6,6.1
3806,Andrew DeClercq,ORL,32,208.28,115.66596,USA,1995,2,34,1.1,-13
3807,Andres Nocioni,CHI,25,200.66,102.0582,Argenti,,,,8.4,-3.8
3808,Andrei Kirilenko,UTA,24,205.74,92.98636,Russia,1999,1,24,15.6,2.5
3809,Andre Miller,DEN,29,187.96,90.7184,USA,1999,1,8,13.6,3.3
3810,Andre Iguodala,PHI,21,198.12,93.893544,USA,2004,1,9,9,0.8
3811,Andre Emmett,MEM,22,195.58,104.32616,USA,2004,2,35,0.9,-16
3812,Andre Barrett,ORL,23,177.8,78.471416,USA,,,,3.1,2.1
3813,Anderson Varejao,CLE,22,208.28,104.32616,Brazil,2004,2,30,4.9,4.9
3814,Amar'e Stoudemire,PHX,22,208.28,111.13004,USA,2002,1,9,26,10.8
3815,Alonzo Mourning,MIA,35,208.28,118.387512,USA,1992,1,2,7.6,-1.8
3816,Allen Iverson,PHI,30,182.88,74.84268,USA,1996,1,1,30.7,0.3
3817,Allan Houston,NYK,34,198.12,92.98636,USA,1993,1,11,11.9,1.5
3818,Alex Garcia,NOH,25,190.5,88.45044,USA,,,,5.5,-16.6
3819,Aleksandar Radojevic,UTA,28,220.98,113.398,USA,1999,1,12,1.6,-11.8
3820,Alan Henderson,DAL,32,205.74,108.86208,USA,1995,1,16,3.5,-3.5
3821,Al Jefferson,BOS,20,208.28,120.20188,USA,2004,1,15,6.7,-1.7
3822,Al Harrington,ATL,25,205.74,113.398,USA,1998,1,25,17.5,-11
3823,Adrian Griffin,CHI,30,195.58,104.32616,USA,,,,2.2,3.6
3824,Anthony Miller,ATL,33,205.74,115.66596,USA,1994,2,39,2,21
3825,Brian Cook,LAL,24,205.74,106.140528,USA,2003,1,24,6.4,2.5
3826,Anthony Peeler,WAS,35,193.04,94.347136,USA,1992,1,15,3.8,-12.1
3827,Antonio Burks,MEM,25,182.88,88.45044,USA,2004,2,36,3,-7.8
3828,Brevin Knight,CHA,29,177.8,77.11064,USA,1997,1,16,10.1,-5.7
3829,Brent Barry,SAS,33,200.66,95.25432,USA,1995,1,15,7.4,6.9
3830,Brendan Haywood,WAS,25,213.36,120.655472,USA,2001,1,20,9.4,6.2
3831,Brandon Hunter,ORL,24,200.66,120.655472,USA,2003,2,56,3.1,-4.8
3832,Brandin Knight,HOU,23,182.88,81.64656,USA,,,,0,-10.1
3833,Brad Miller,SAC,29,213.36,118.387512,USA,,,,15.6,4.9
3834,Bostjan chbar,NOH,24,205.74,100.243832,Slovenia,2002,1,15,7,-8.7
3835,Boris Diaw,ATL,23,203.2,97.52228,France,2003,1,21,4.8,-6.9
3836,Bonzi Wells,MEM,28,195.58,95.25432,USA,1998,1,11,10.4,-1.7
3837,Bobby Simmons,LAC,25,198.12,103.418976,USA,2001,2,41,16.4,0.4
3838,Bobby Jackson,SAC,32,185.42,83.91452,USA,1997,1,23,12,3
3839,Bob Sura,HOU,32,195.58,90.7184,USA,1995,1,17,10.3,3.8
3840,Bo Outlaw,PHX,34,203.2,99.79024,USA,,,,0.7,-6.8
3841,Billy Thomas,NJN,29,195.58,98.883056,USA,,,,3.7,-1.9
3842,Berrd Robinson,CHA,24,198.12,95.25432,USA,2004,2,45,3,-10.7
3843,Beno Udrih,SAS,22,190.5,90.7184,Slovenia,2004,1,28,5.9,7.8
3844,Ben Wallace,DET,30,205.74,108.86208,USA,,,,9.7,7.6
3845,Ben Handlogten,UTA,31,208.28,108.86208,USA,,,,4.5,-8.5
3846,Ben Gordon,CHI,22,190.5,90.7184,USA,2004,1,3,15.1,4
3847,Baron Davis,GSW,26,190.5,101.151016,USA,1999,1,3,19.2,2.2
3848,Awvee Storey,NJN,28,198.12,102.0582,USA,,,,0.9,-18.1
3849,Austin Croshere,IND,30,208.28,109.769264,USA,1997,1,12,8.9,-6.3
3850,Antonio McDyess,DET,30,205.74,111.13004,USA,1995,1,2,9.6,0.1
3851,Antonio Davis,CHI,36,205.74,111.13004,USA,1990,2,45,7,0.1
3852,Antonio Daniels,SEA,30,193.04,92.98636,USA,1997,1,4,11.2,4.2
3853,Antoine Walker,BOS,28,205.74,111.13004,USA,1996,1,6,19.1,-8.6
3854,Zydrus Ilgauskas,CLE,30,220.98,117.93392,Lithuania,1996,1,20,16.9,2.5
3855,Delonte West,BOS,21,193.04,81.64656,USA,2004,1,24,4.5,0.6
3856,Derek Anderson,POR,30,195.58,88.45044,USA,1997,1,13,9.2,-5.5
3857,Jason Hart,CHA,27,190.5,83.91452,USA,2000,2,49,9.5,-8.2
3858,Jason Collins,NJN,26,213.36,115.66596,USA,2001,1,18,6.4,2.7
3859,Jason Collier,ATL,27,213.36,117.93392,USA,2000,1,15,5.7,-19.6
3860,Jarvis Hayes,WAS,23,200.66,99.79024,USA,2003,1,10,10.2,-2.9
